customerName,contactFirstName,contactLastName,phone,addressLine1,addressLine2,city,state,postalCode,country,orderDate,status,productCode,quantityOrdered,priceEach,productName,productDescription,quantityInStock,buyPrice,categoryDescription
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-07-07,Shipped,S18_4933,36,71.27,"1957 Ford Thunderbird","This 1:18 scale precision die-cast replica, with its optional porthole hardtop and factory baked-enamel Thunderbird Bronze finish, is a 100% accurate rendition of this American classic.",3209,34.21,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-07-07,Shipped,S24_1046,40,72.02,"1970 Chevy Chevelle SS 454","This model features rotating wheels, working streering system and opening doors. All parts are particularly delicate due to their precise scale and require special care and attention. It should not be picked up by the doors, roof, hood or trunk.",1005,49.24,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-07-07,Shipped,S24_2766,38,76.33,"1949 Jaguar XK 120","Precision-engineered from original Jaguar specification in perfect scale ratio. Features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.",2350,47.25,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-07-07,Shipped,S24_2887,43,93.95,"1952 Citroen-15CV","Precision crafted hand-assembled 1:18 scale reproduction of the 1952 15CV, with its independent spring suspension, working steering system, opening doors and hood, detailed engine and instrument panel, all topped of with a factory fresh baked enamel finish.",1452,72.82,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-07-07,Shipped,S24_3191,44,83.9,"1969 Chevrolet Camaro Z28","1969 Z/28 Chevy Camaro 1:24 scale replica. The operating parts of this limited edition 1:24 scale diecast model car 1969 Chevy Camaro Z28- hood, trunk, wheels, streering, suspension and doors- are particularly delicate due to their precise scale and require special care and attention.",4695,50.51,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-07-07,Shipped,S24_3432,43,98.51,"2002 Chevy Corvette","The operating parts of this limited edition Diecast 2002 Chevy Corvette 50th Anniversary Pace car Limited Edition are particularly delicate due to their precise scale and require special care and attention. Features rotating wheels, poseable streering, opening doors and trunk.",9446,62.11,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-12-01,Shipped,S12_3891,26,166.1,"1969 Ford Falcon","Turnable front wheels; steering function; detailed interior; detailed engine; opening hood; opening trunk; opening doors; and detailed chassis.",1049,83.05,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-12-01,Shipped,S12_4473,48,114.95,"1957 Chevy Pickup","1:12 scale die-cast about 20"" long Hood opens, Rubber wheels",6125,55.7,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-12-01,Shipped,S18_2238,38,142.45,"1998 Chrysler Plymouth Prowler","Turnable front wheels; steering function; detailed interior; detailed engine; opening hood; opening trunk; opening doors; and detailed chassis.",4724,101.51,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-12-01,Shipped,S18_2319,38,117.82,"1964 Mercedes Tour Bus","Exact replica. 100+ parts. working steering system, original logos",8258,74.86,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-12-01,Shipped,S18_3232,48,164.26,"1992 Ferrari 360 Spider red","his replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.",8347,77.9,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-12-01,Shipped,S18_4027,34,140.75,"1970 Triumph Spitfire","Features include opening and closing doors. Color: White.",5545,91.92,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-12-01,Shipped,S24_1444,48,50.29,"1970 Dodge Coronet","1:24 scale die-cast about 18"" long doors open, hood opens and rubber wheels",4074,32.37,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-12-01,Shipped,S24_2840,36,31.47,"1958 Chevy Corvette Limited Edition","The operating parts of this 1958 Chevy Corvette Limited Edition are particularly delicate due to their precise scale and require special care and attention. Features rotating wheels, working streering, opening doors and trunk. Color dark green.",2542,15.91,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-12-01,Shipped,S24_4048,23,111.18,"1992 Porsche Cayenne Turbo Silver","This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.",6582,69.78,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Muscle Machine Inc",Jeff,Young,2125557413,"4092 Furth Circle","Suite 400",NYC,NY,10022,USA,2004-12-01,Shipped,S32_2509,33,44.37,"1954 Greyhound Scenicruiser","Model features bi-level seating, 50 windows, skylights & glare resistant glass, working steering system, original logos",2874,25.98,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-07-20,Shipped,S12_1108,35,187.02,"2001 Ferrari Enzo","Turnable front wheels; steering function; detailed interior; detailed engine; opening hood; opening trunk; opening doors; and detailed chassis.",3619,95.59,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-07-20,Shipped,S12_3148,27,123.89,"1969 Corvair Monza","1:18 scale die-cast about 10"" long doors open, hood opens, trunk opens and wheels roll",6906,89.14,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-07-20,Shipped,S12_3891,39,148.8,"1969 Ford Falcon","Turnable front wheels; steering function; detailed interior; detailed engine; opening hood; opening trunk; opening doors; and detailed chassis.",1049,83.05,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-07-20,Shipped,S18_4027,25,126.39,"1970 Triumph Spitfire","Features include opening and closing doors. Color: White.",5545,91.92,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-07-20,Shipped,S32_3207,45,56.55,"1950's Chicago Surface Lines Streetcar","This streetcar is a joy to see. It has 80 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).",8601,26.72,"Model trains are a rewarding hobby for enthusiasts of all ages. Whether you're looking for collectible wooden trains, electric streetcars or locomotives, you'll find a number of great choices for any budget within this category. The interactive aspect of trains makes toy trains perfect for young children. The wooden train sets are ideal for children under the age of 5."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-07-20,Shipped,S50_1514,43,53.89,"1962 City of Detroit Streetcar","This streetcar is a joy to see. It has 99 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).",1645,37.49,"Model trains are a rewarding hobby for enthusiasts of all ages. Whether you're looking for collectible wooden trains, electric streetcars or locomotives, you'll find a number of great choices for any budget within this category. The interactive aspect of trains makes toy trains perfect for young children. The wooden train sets are ideal for children under the age of 5."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S10_4962,44,132.97,"1962 LanciaA Delta 16V","Features include: Turnable front wheels; steering function; detailed interior; detailed engine; opening hood; opening trunk; opening doors; and detailed chassis.",6791,103.42,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S12_1666,25,127.1,"1958 Setra Bus","Model features 30 windows, skylights & glare resistant glass, working steering system, original logos",1579,77.9,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S12_4473,41,98.36,"1957 Chevy Pickup","1:12 scale die-cast about 20"" long Hood opens, Rubber wheels",6125,55.7,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S18_2319,48,114.14,"1964 Mercedes Tour Bus","Exact replica. 100+ parts. working steering system, original logos",8258,74.86,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S18_2432,29,56.52,"1926 Ford Fire Engine","Gleaming red handsome appearance. Everything is here the fire hoses, ladder, axes, bells, lanterns, ready to fight any inferno.",2018,24.92,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S18_3232,25,135.47,"1992 Ferrari 360 Spider red","his replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.",8347,77.9,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S18_4600,25,96.86,"1940s Ford truck","This 1940s Ford Pick-Up truck is re-created in 1:18 scale of original 1940s Ford truck. This antique style metal 1940s Ford Flatbed truck is all hand-assembled. This collectible 1940's Pick-Up truck is painted in classic dark green color, and features rotating wheels.",3128,84.76,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S18_4668,44,42.76,"1939 Cadillac Limousine","Features completely detailed interior including Velvet flocked drapes,deluxe wood grain floor, and a wood grain casket with seperate chrome handles",6645,23.14,"Our Vintage Car models realistically portray automobiles produced from the early 1900s through the 1940s. Materials used include Bakelite, diecast, plastic and wood. Most of the replicas are in the 1:18 and 1:24 scale sizes, which provide the optimum in detail and accuracy. Prices range from $30.00 up to $180.00 for some special limited edition replicas. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S24_2300,25,112.46,"1962 Volkswagen Microbus","This 1:18 scale die cast replica of the 1962 Microbus is loaded with features: A working steering system, opening front doors and tailgate, and famous two-tone factory baked enamel finish, are all topped of by the sliding, real fabric, sunroof.",2327,61.34,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S24_2840,20,33.95,"1958 Chevy Corvette Limited Edition","The operating parts of this 1958 Chevy Corvette Limited Edition are particularly delicate due to their precise scale and require special care and attention. Features rotating wheels, working streering, opening doors and trunk. Color dark green.",2542,15.91,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S32_1268,29,80.9,"1980’s GM Manhattan Express","This 1980’s era new look Manhattan express is still active, running from the Bronx to mid-town Manhattan. Has 35 opeining windows and working lights. Needs a battery.",5099,53.93,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S32_2509,31,44.91,"1954 Greyhound Scenicruiser","Model features bi-level seating, 50 windows, skylights & glare resistant glass, working steering system, original logos",2874,25.98,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S32_3522,36,59.47,"1996 Peterbilt 379 Stake Bed with Outrigger","This model features, opening doors, detailed engine, working steering, tinted windows, detailed interior, die-struck logos, removable stakes operating outriggers, detachable second trailer, functioning 360-degree self loader, precision molded resin trailer and trim, baked enamel finish on cab",814,33.61,"The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-08-19,Shipped,S700_2824,27,89.01,"1982 Camaro Z28","Features include opening and closing doors. Color: White. 
Measures approximately 9 1/2"" Long.",6934,46.53,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-11-02,Shipped,S10_1678,46,84.22,"1969 Harley Davidson Ultimate Chopper","This replica features working kickstand, front suspension, gear-shift lever, footbrake lever, drive chain, wheels and steering. All parts are particularly delicate due to their precise scale and require special care and attention.",7933,48.81,"Our motorcycles are state of the art replicas of classic as well as contemporary motorcycle legends such as Harley Davidson, Ducati and Vespa. Models contain stunning details such as official logos, rotating wheels, working kickstand, front suspension, gear-shift lever, footbrake lever, and drive chain. Materials used include diecast and plastic. The models range in size from 1:10 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. All models come fully assembled and ready for display in the home or office. Most include a certificate of authenticity."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-11-02,Shipped,S10_2016,45,102.29,"1996 Moto Guzzi 1100i","Official Moto Guzzi logos and insignias, saddle bags located on side of motorcycle, detailed engine, working steering, working suspension, two leather seats, luggage rack, dual exhaust pipes, small saddle bag located on handle bars, two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand, diecast metal with plastic parts and baked enamel finish.",6625,68.99,"Our motorcycles are state of the art replicas of classic as well as contemporary motorcycle legends such as Harley Davidson, Ducati and Vespa. Models contain stunning details such as official logos, rotating wheels, working kickstand, front suspension, gear-shift lever, footbrake lever, and drive chain. Materials used include diecast and plastic. The models range in size from 1:10 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. All models come fully assembled and ready for display in the home or office. Most include a certificate of authenticity."
"Diecast Classics Inc.",Kelvin,Leong,2155551555,"7586 Pompton St.",NULL,Allentown,PA,70267,USA,2004-11-02,Shipped,S10_4698,37,189.79,"2003 Harley-Davidson Eagle Drag Bike","Model features, official Harley Davidson logos and insignias, detachable rear wheelie bar, heavy diecast metal with resin parts, authentic multi-color tampo-printed graphics, separate engine drive belts, free-turning front fork, rotating tires and rear racing slick, certificate of authenticity, detailed engine, display stand
, precision diecast replica, baked enamel finish, 1:10 scale model, removable fender, seat and tank cover piece for displaying the superior detail of the v-twin engine",5582,91.02,"Our motorcycles are state of the art replicas of classic as well as contemporary motorcycle legends such as Harley Davidson, Ducati and Vespa. Models contain stunning details such as official logos, rotating wheels, working kickstand, front suspension, gear-shift lever, footbrake lever, and drive chain. Materials used include diecast and plastic. The models range in size from 1:10 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. All models come fully assembled and ready for display in the home or office. Most include a certificate of authenticity."
